id,Logistic,proba_0,proba_1
20800,0,1.0,4.524363097184157e-17
20801,1,1.7607373681283178e-07,0.9999998239262632
20802,1,8.329932410511276e-09,0.9999999916700676
20803,0,0.9999999823348591,1.7665140884479547e-08
20804,1,0.0009160335151817689,0.9990839664848182
20805,1,6.0311755589737e-12,0.9999999999939688
20806,0,0.999008899823691,0.0009911001763089585
20807,1,1.935882787407195e-07,0.9999998064117213
20808,1,9.65448763854404e-05,0.9999034551236146
20809,1,0.05699068790271333,0.9430093120972867
20810,1,0.0,1.0
20811,1,0.0007829843047896246,0.9992170156952104
20812,1,1.0658141036401503e-13,0.9999999999998934
20813,1,0.0,1.0
20814,1,6.977270802233093e-07,0.9999993022729198
20815,0,0.9999996036296809,3.9637031907194887e-07
20816,0,1.0,4.860063605718259e-19
20817,0,0.9999999847664999,1.5233500095010235e-08
20818,1,1.9778882531795716e-08,0.9999999802211175
20819,0,0.8960397831305899,0.10396021686941019
20820,1,0.03229428810696511,0.9677057118930349
20821,1,0.005355661241518206,0.9946443387584818
20822,1,0.014792898169364244,0.9852071018306358
20823,1,2.727517257383738e-06,0.9999972724827426
20824,1,0.0437990994567381,0.9562009005432619
20825,0,0.9999748220728117,2.51779271882111e-05
20826,1,3.361770861687319e-10,0.9999999996638229
20827,0,1.0,2.0104779218515725e-19
20828,0,1.0,4.6356220217701057e-35
20829,1,2.048805569643264e-12,0.9999999999979512
20830,0,0.9493015933470053,0.05069840665299478
20831,1,0.0028370260585881546,0.9971629739414118
20832,0,0.9999999998005958,1.9940413711171282e-10
20833,0,1.0,4.571890873330011e-19
20834,1,0.00015184699530568224,0.9998481530046943
20835,0,0.9999999999999215,7.84845415010473e-14
20836,0,0.9999707253601381,2.9274639861860187e-05
20837,1,4.779837526114328e-06,0.9999952201624739
20838,1,1.176836406102666e-14,0.9999999999999882
20839,0,0.9999999999999994,5.221255283973869e-16
20840,0,1.0,2.5778737415764605e-27
20841,0,0.9999999514557896,4.8544210403754753e-08
20842,1,2.4153033895357723e-05,0.9999758469661046
20843,0,0.9958936760644453,0.004106323935554703
20844,0,1.0,7.158876936501593e-20
20845,1,0.05861527205198258,0.9413847279480174
20846,0,0.9999999999904422,9.557845505092792e-12
20847,0,0.9999994931215616,5.068784384427055e-07
20848,1,0.005469693755495109,0.9945303062445049
20849,1,0.0007492152744705827,0.9992507847255294
20850,0,0.9998426893290874,0.00015731067091262927
20851,1,2.8888003100746573e-13,0.9999999999997111
20852,0,0.999999999999981,1.8950549852752466e-14
20853,0,0.699034277704951,0.300965722295049
20854,1,0.07728335079821147,0.9227166492017885
20855,0,1.0,9.10166997588596e-19
20856,1,0.02824636998596819,0.9717536300140318
20857,0,0.9999999999723728,2.7627213595295368e-11
20858,0,0.9999998960329076,1.0396709233962844e-07
20859,0,0.9998672315366164,0.00013276846338361372
20860,1,5.561011129839866e-05,0.9999443898887016
20861,1,0.0008284479602261863,0.9991715520397738
20862,1,0.0,1.0
20863,0,0.9759427830572861,0.024057216942713934
20864,1,0.2754089471802521,0.7245910528197479
20865,1,6.075626378665433e-07,0.9999993924373621
20866,1,0.0,1.0
20867,1,8.76752226375288e-10,0.9999999991232478
20868,1,0.0069896471451506015,0.9930103528548494
20869,0,0.9908579407754603,0.009142059224539735
20870,1,0.012836579838840567,0.9871634201611594
20871,1,0.0019509267032026267,0.9980490732967974
20872,1,0.0,1.0
20873,0,0.999983576108464,1.642389153599572e-05
20874,0,0.9999999999999918,8.248933726963306e-15
20875,0,0.9999948735468357,5.1264531643087874e-06
20876,0,0.9999999999993591,6.408886251829682e-13
20877,0,1.0,3.961751988026561e-21
20878,1,0.0018861521947866056,0.9981138478052134
20879,0,0.9997961075999582,0.0002038924000417883
20880,0,1.0,1.6103391997260983e-35
20881,1,1.7605534177178583e-06,0.9999982394465823
20882,0,0.983569327510535,0.01643067248946498
20883,1,6.665703544683765e-10,0.9999999993334296
20884,1,1.021405182655144e-14,0.9999999999999898
20885,1,0.0,1.0
20886,1,0.37444189572962794,0.6255581042703721
20887,0,0.9999999999999966,3.4507979953448166e-15
20888,0,0.9974032765112442,0.00259672348875581
20889,0,0.9999223763045598,7.762369544013659e-05
20890,1,0.007526705125103339,0.9924732948748967
20891,0,1.0,7.384989315006402e-30
20892,0,1.0,1.0294019312462472e-18
20893,1,8.469310925574014e-06,0.9999915306890744
20894,1,0.02430010434006913,0.9756998956599309
20895,0,1.0,2.6442143577274204e-18
20896,0,1.0,1.735939652522903e-18
20897,0,0.9999983871402159,1.6128597840175588e-06
20898,1,5.476640719292991e-05,0.9999452335928071
20899,1,0.047089308782798045,0.952910691217202
20900,0,0.5772017290303244,0.42279827096967565
20901,1,0.0,1.0
20902,0,0.7732398419447102,0.2267601580552898
20903,0,0.9999999999472301,5.276994863938962e-11
20904,0,0.9999999999997987,2.0129032222575452e-13
20905,0,1.0,2.474258523837949e-32
20906,1,4.592215496757035e-11,0.9999999999540778
20907,0,0.9999998991520986,1.0084790134403247e-07
20908,1,0.009405187200540732,0.9905948127994593
20909,1,1.0919879722681713e-07,0.9999998908012028
20910,1,0.0006951549272078417,0.9993048450727922
20911,1,0.000103377653171699,0.9998966223468283
20912,0,0.9999999999999629,3.706169347293615e-14
20913,0,0.9999999999995929,4.071117174643864e-13
20914,0,0.999416368551344,0.0005836314486560004
20915,0,0.9999469437065744,5.305629342558134e-05
20916,0,0.9999999990528102,9.471897178752329e-10
20917,1,0.0,1.0
