id,mlp,proba_0,proba_1
20800,0,0.9999999982457038,1.7542961073049941e-09
20801,1,6.750708880787215e-10,0.9999999993249291
20802,1,1.7751355940731628e-11,0.9999999999822486
20803,0,0.9999999730996979,2.6900302105011647e-08
20804,1,4.5141668181258865e-13,0.9999999999995486
20805,1,8.731281586626949e-09,0.9999999912687184
20806,0,0.9999984926931484,1.5073068515197633e-06
20807,1,4.737990000336367e-10,0.999999999526201
20808,1,1.2626437673191049e-09,0.9999999987373562
20809,1,6.886724595034366e-07,0.9999993113275405
20810,1,0.0,1.0
20811,1,1.1848457770469167e-09,0.9999999988151542
20812,1,1.1844933922589007e-09,0.9999999988155066
20813,1,0.0,1.0
20814,1,9.077355267450571e-08,0.9999999092264473
20815,0,0.9999976926119929,2.307388007143576e-06
20816,0,0.9999997986437763,2.0135622371721695e-07
20817,0,0.9999996276768238,3.7232317615984334e-07
20818,1,2.397415599375563e-11,0.9999999999760258
20819,0,0.9999836206932567,1.6379306743212523e-05
20820,1,1.4835892320208544e-06,0.999998516410768
20821,1,5.812883507871902e-10,0.9999999994187116
20822,1,0.016663278092934553,0.9833367219070654
20823,1,4.440892098500626e-16,0.9999999999999996
20824,1,6.067335522885742e-10,0.9999999993932664
20825,0,0.9999962078796673,3.792120332710834e-06
20826,1,0.0,1.0
20827,0,0.9999999825470055,1.745299448234816e-08
20828,0,0.9999980989089385,1.901091061407485e-06
20829,1,0.0,1.0
20830,0,0.9091588834111373,0.09084111658886275
20831,1,3.955653582465857e-10,0.9999999996044346
20832,0,0.9999966330692862,3.366930713805922e-06
20833,0,0.9999983826567276,1.617343272440486e-06
20834,1,2.5858870600359296e-11,0.9999999999741411
20835,0,0.9983304336228621,0.0016695663771378638
20836,0,0.9999998690442395,1.3095576045810282e-07
20837,1,7.578382366091319e-12,0.9999999999924216
20838,1,4.508086432930547e-06,0.9999954919135671
20839,0,0.9999965976875625,3.402312437434327e-06
20840,0,0.9999992722810912,7.277189088126193e-07
20841,0,0.9999997801356437,2.1986435625356406e-07
20842,1,9.103828801926284e-15,0.9999999999999909
20843,0,0.9999987079411163,1.2920588836918774e-06
20844,0,0.9999992722636776,7.277363223919851e-07
20845,1,3.179498886396459e-10,0.9999999996820501
20846,0,0.9999999815004944,1.8499505564499802e-08
20847,0,0.9999990375718897,9.624281103139085e-07
20848,1,6.306066779870889e-14,0.9999999999999369
20849,1,1.7079410500664416e-05,0.9999829205894993
20850,0,0.9999961466008767,3.853399123378144e-06
20851,1,8.881784197001252e-16,0.9999999999999991
20852,0,0.9999995401257455,4.5987425443467203e-07
20853,0,0.997992124676535,0.0020078753234650287
20854,1,1.4820863766140668e-05,0.9999851791362339
20855,0,0.9999985306392928,1.4693607071819951e-06
20856,1,1.5579582068880882e-10,0.9999999998442042
20857,0,0.9999997460532417,2.5394675829392616e-07
20858,0,0.999729644933144,0.0002703550668559734
20859,0,0.999983125811718,1.687418828204596e-05
20860,1,4.705380529657077e-10,0.999999999529462
20861,1,1.3780511620709035e-08,0.9999999862194884
20862,1,9.23401355379383e-11,0.9999999999076599
20863,0,0.9998899595873003,0.00011004041269963236
20864,1,2.266236354131479e-06,0.9999977337636459
20865,1,8.309046569676681e-06,0.9999916909534303
20866,1,8.167379328405389e-09,0.9999999918326207
20867,1,6.46920073066326e-10,0.9999999993530799
20868,1,1.3846037649756227e-08,0.9999999861539624
20869,0,0.999991254494898,8.745505101955814e-06
20870,1,0.034975970876402696,0.9650240291235973
20871,1,9.720276794578098e-08,0.999999902797232
20872,1,2.620281769338817e-11,0.9999999999737972
20873,0,0.9999871751140473,1.2824885952691375e-05
20874,0,0.9999932481986108,6.7518013891931965e-06
20875,0,0.9999999020536064,9.79463935865247e-08
20876,0,0.9999978914654346,2.1085345654209886e-06
20877,0,0.9999994419467657,5.580532342583393e-07
20878,1,1.6372367872552474e-06,0.9999983627632127
20879,0,0.9999998323454347,1.676545653275682e-07
20880,0,0.9999812386354876,1.8761364512382242e-05
20881,1,4.204972986476818e-07,0.9999995795027014
20882,0,0.9999955003705034,4.499629496530822e-06
20883,1,1.9584334154387761e-13,0.9999999999998042
20884,1,6.83051393224332e-11,0.9999999999316949
20885,1,3.7472780434200104e-10,0.9999999996252722
20886,1,0.04283877326157415,0.9571612267384259
20887,0,0.9999975016297191,2.498370280861002e-06
20888,0,0.9999961957748276,3.8042251724048074e-06
20889,0,0.9999999957217074,4.278292576825339e-09
20890,1,8.30927121442393e-07,0.9999991690728786
20891,0,0.9999992727892184,7.272107815714181e-07
20892,0,0.9999970022095139,2.9977904860569714e-06
20893,1,2.5021855698525997e-09,0.9999999974978144
20894,1,4.5850102647904123e-07,0.9999995414989735
20895,0,0.9999992999525175,7.000474825030507e-07
20896,0,0.9999887699346781,1.123006532194078e-05
20897,0,0.9999941171938966,5.8828061033852946e-06
20898,0,0.5903916665448189,0.4096083334551811
20899,0,0.5951151090216948,0.4048848909783051
20900,1,0.1623280571996223,0.8376719428003777
20901,1,3.2862601528904634e-14,0.9999999999999671
20902,0,0.9331487261036729,0.06685127389632702
20903,0,0.9999962115894822,3.788410517802666e-06
20904,0,0.9999999740144024,2.5985597541156415e-08
20905,0,0.9999996432233813,3.567766186479094e-07
20906,1,0.00011479643856970867,0.9998852035614303
20907,0,0.9999958472370848,4.152762915232728e-06
20908,1,0.0,1.0
20909,1,1.2101430968414206e-13,0.999999999999879
20910,1,9.551340615587822e-05,0.9999044865938441
20911,1,0.00040125285142600386,0.999598747148574
20912,0,0.9999814981830462,1.850181695384402e-05
20913,0,0.9999882181271018,1.1781872898173881e-05
20914,0,0.9999969386231046,3.061376895476766e-06
20915,0,0.9999998744280791,1.2557192088992e-07
20916,0,0.9999995614468418,4.3855315820798035e-07
20917,1,3.939966470856149e-07,0.9999996060033529
20918,0,0.9999999974294855,2.5705144556787804e-09
