id,Logistic,proba_0,proba_1
20800,0,0.9999999999999901,9.909697244668474e-15
20801,1,3.4005819626869993e-07,0.9999996599418037
20802,1,3.567510920010619e-08,0.9999999643248908
20803,0,0.9999999557089688,4.4291031125318084e-08
20804,1,0.0005254579863809283,0.9994745420136191
20805,1,1.1664447185921745e-11,0.9999999999883356
20806,0,0.9987125235376793,0.0012874764623207662
20807,1,3.0806573582120578e-06,0.9999969193426418
20808,1,0.00012382560412604882,0.999876174395874
20809,1,0.06128077641739216,0.9387192235826078
20810,1,0.0,1.0
20811,1,0.0033689796395692806,0.9966310203604307
20812,1,7.436273818939299e-13,0.9999999999992564
20813,1,0.0,1.0
20814,1,2.8826205689114204e-07,0.9999997117379431
20815,0,0.9999989648049661,1.0351950338790488e-06
20816,0,1.0,8.889363869529878e-18
20817,0,0.9999999508282128,4.917178722112569e-08
20818,1,1.2311391317521014e-07,0.9999998768860868
20819,0,0.9680326916745114,0.03196730832548851
20820,1,0.00714345053918275,0.9928565494608173
20821,1,0.006468996955951045,0.993531003044049
20822,0,0.991205319307604,0.008794680692395992
20823,1,6.526127603212473e-06,0.9999934738723968
20824,1,0.04737881907075869,0.9526211809292413
20825,0,0.9999980171461496,1.982853850440993e-06
20826,1,9.753708951620865e-11,0.9999999999024629
20827,0,0.9999999999999996,4.733564486390684e-16
20828,0,1.0,2.7690530080950025e-30
20829,1,3.468780818138839e-12,0.9999999999965312
20830,0,0.9794955521892111,0.02050444781078887
20831,1,0.007897278871925595,0.9921027211280744
20832,0,0.9999999999965614,3.4386092483419056e-12
20833,0,1.0,2.5944361162288355e-17
20834,1,0.0006160871743106089,0.9993839128256894
20835,0,0.9999999002268468,9.977315323283156e-08
20836,0,0.9999843530497357,1.5646950264350913e-05
20837,1,9.024130204204894e-07,0.9999990975869796
20838,1,8.881784197001252e-16,0.9999999999999991
20839,0,0.9999999999999981,1.8460984668935833e-15
20840,0,1.0,6.208403730086758e-25
20841,0,0.9999999637823892,3.621761079131381e-08
20842,1,1.8237553721434097e-05,0.9999817624462786
20843,0,0.9964243174802603,0.0035756825197396864
20844,0,0.9999999999999997,2.893219982655968e-16
20845,1,0.05578077867809528,0.9442192213219047
20846,0,0.9999999998207181,1.7928189523675038e-10
20847,0,0.9999948553376794,5.144662320584033e-06
20848,1,0.007490738797865215,0.9925092612021348
20849,1,0.015074125329633148,0.9849258746703669
20850,0,0.9988958311670244,0.0011041688329756151
20851,1,1.3145040611561853e-13,0.9999999999998685
20852,0,0.9999999999996445,3.5548285776223646e-13
20853,1,0.22441389326137273,0.7755861067386273
20854,1,0.01481959180591641,0.9851804081940836
20855,0,0.9999999999999449,5.5104141104435584e-14
20856,1,0.02405896260339213,0.9759410373966079
20857,0,0.999999999752065,2.479350386728815e-10
20858,0,0.9999999979499795,2.0500204771686857e-09
20859,0,0.9982658902263347,0.0017341097736652542
20860,1,6.0481619335028824e-06,0.9999939518380665
20861,1,0.00492750739921588,0.9950724926007841
20862,1,0.0,1.0
20863,0,0.9955725949062568,0.0044274050937431675
20864,1,0.02085597251963278,0.9791440274803672
20865,1,6.042766953484602e-09,0.999999993957233
20866,1,0.0,1.0
20867,1,3.5544682752686185e-09,0.9999999964455317
