id,Logistic,proba_0,proba_1
20800,0,0.9999999801273776,1.9872622412407885e-08
20801,1,0.006883551981776814,0.9931164480182232
20802,0,0.9596457431374906,0.0403542568625094
20803,0,0.9999933069375927,6.693062407317173e-06
20804,1,0.0061914111190322085,0.9938085888809678
20805,1,3.7960710382090035e-05,0.9999620392896179
20806,0,0.9559452766004471,0.04405472339955285
20807,1,0.09750064053729346,0.9024993594627065
20808,1,0.00273214201066585,0.9972678579893341
20809,1,0.03197369636594094,0.9680263036340591
20810,1,0.0,1.0
20811,1,0.021874103685072477,0.9781258963149275
20812,1,1.2738957555491481e-07,0.9999998726104244
20813,1,2.43243088449141e-07,0.9999997567569116
20814,1,2.7774119249812657e-05,0.9999722258807502
20815,0,0.999994735229629,5.264770371011416e-06
20816,0,0.9999999968059379,3.194062093510072e-09
20817,0,0.9993325569404934,0.0006674430595065567
20818,1,0.00024291391259745332,0.9997570860874025
20819,1,0.06611127204871725,0.9338887279512827
20820,1,0.06542763567812748,0.9345723643218725
20821,1,0.028608569803980854,0.9713914301960191
20822,0,0.9998012210615077,0.00019877893849230122
20823,1,0.0016947226347585609,0.9983052773652414
20824,1,0.025978245523874954,0.974021754476125
20825,0,0.980495483486335,0.01950451651366499
20826,1,0.00026612080952181927,0.9997338791904782
20827,0,0.9999999999999624,3.7670212034986245e-14
20828,0,1.0,7.273682003545281e-19
20829,1,0.0005950541595798331,0.9994049458404202
20830,1,0.24611054978844493,0.7538894502115551
20831,1,0.01862995956186464,0.9813700404381354
20832,0,0.9999237681138974,7.623188610258189e-05
20833,0,0.9999999999998135,1.865507048305015e-13
20834,1,0.2393841681152754,0.7606158318847246
20835,0,0.9999817729422498,1.8227057750278887e-05
20836,0,0.990821334707992,0.009178665292007953
20837,1,7.823932694894786e-05,0.999921760673051
20838,1,1.4065401954255208e-08,0.999999985934598
20839,0,0.999999986981949,1.3018050916796939e-08
20840,0,1.0,3.366137344046291e-18
20841,0,0.9998798428036377,0.00012015719636229377
20842,1,0.006815358943909944,0.9931846410560901
20843,0,0.9981899048414969,0.0018100951585030415
20844,0,0.9999999999992027,7.972939029142241e-13
20845,1,0.030155949252034908,0.9698440507479651
20846,0,0.9999992904408321,7.095591678424637e-07
20847,0,0.9997286949352002,0.0002713050647998001
20848,1,0.00809042296720619,0.9919095770327938
20849,1,0.0010228715810509659,0.998977128418949
20850,1,0.17141650325068714,0.8285834967493129
20851,1,0.00030702713761965317,0.9996929728623803
20852,0,0.9999997194565745,2.805434254355651e-07
20853,1,0.18014281139675603,0.819857188603244
20854,1,0.39661075534199874,0.6033892446580013
20855,0,0.9999999999996153,3.8474721627707203e-13
20856,1,0.018337497908230582,0.9816625020917694
20857,0,0.9999999842991942,1.5700805755074607e-08
20858,0,0.9375904942857254,0.0624095057142746
20859,0,0.8050810426450868,0.19491895735491319
20860,1,0.002645156765584744,0.9973548432344153
20861,0,0.8099096723166629,0.19009032768333714
20862,1,5.160316618457728e-13,0.999999999999484
20863,0,0.6582722376722252,0.34172776232777485
20864,1,0.024217757135578832,0.9757822428644212
20865,1,0.004833007395134259,0.9951669926048657
20866,1,6.838973831690964e-14,0.9999999999999316
20867,1,2.3149630429264434e-05,0.9999768503695707
20868,1,0.060756451121110056,0.9392435488788899
20869,0,0.8393236967810721,0.16067630321892787
20870,1,0.0005135045237204539,0.9994864954762795
20871,1,0.06982189027318297,0.930178109726817
20872,1,2.7959101700503197e-10,0.999999999720409
20873,0,0.9404905223477019,0.059509477652298075
20874,0,0.9994787896023809,0.0005212103976190481
20875,0,0.9981139371722151,0.0018860628277849677
20876,0,0.999999993426751,6.57324894842669e-09
20877,0,0.9999999999948427,5.157299255091473e-12
20878,1,0.010487502360161605,0.9895124976398384
20879,0,0.9968643384734492,0.003135661526550721
20880,0,1.0,4.330314109040151e-23
20881,1,0.0011568609266626728,0.9988431390733373
20882,1,0.22907900165094064,0.7709209983490594
20883,1,0.00018758867259327516,0.9998124113274067
20884,1,1.0840062181216581e-10,0.9999999998915994
20885,1,5.548652293185796e-08,0.9999999445134771
20886,1,0.10993137725747015,0.8900686227425298
20887,0,0.9999980123537828,1.9876462171252208e-06
20888,0,0.9961278485022325,0.0038721514977675224
20889,0,0.997760380171799,0.0022396198282009353
20890,1,0.011039108515954354,0.9889608914840456
20891,0,0.9999999999999996,4.46357187208941e-16
20892,0,0.999999929404978,7.05950220081943e-08
20893,1,0.00011754311474065915,0.9998824568852593
20894,1,0.024696274683504327,0.9753037253164957
20895,0,0.999999998385694,1.614305977164862e-09
20896,0,0.9999999996237107,3.7628928771185505e-10
20897,0,0.9995806895603673,0.00041931043963274904
20898,1,0.004454885043113643,0.9955451149568864
20899,0,0.9832986367649291,0.016701363235070873
20900,0,0.7607140439225479,0.23928595607745212
20901,1,0.0228426517373429,0.9771573482626571
20902,1,0.2579101527100749,0.7420898472899251
20903,0,0.999848632766716,0.00015136723328400544
20904,0,0.9999999998662352,1.337647349188808e-10
20905,0,0.9999999999999968,3.2470078679013313e-15
20906,1,4.919610185250001e-05,0.9999508038981475
20907,0,0.9913906114619967,0.008609388538003322
20908,1,0.012946878364702652,0.9870531216352973
20909,1,0.0006548969280604222,0.9993451030719396
20910,0,0.9088798753510638,0.09112012464893621
20911,1,0.021270568852473914,0.9787294311475261
20912,0,0.9999534480607803,4.655193921961647e-05
20913,0,0.9999999995770925,4.229075395037327e-10
20914,0,0.9980594690794315,0.0019405309205683978
20915,0,0.9951494624647861,0.0048505375352139194
20916,0,0.9999901306030075,9.869396992530487e-06
20917,1,4.3235206751424116e-06,0.9999956764793249
20918,0,0.9953225795402055,0.004677420459794438
20919,1,0.007040193615887924,0.9929598063841121
20920,0,0.994791565071835,0.005208434928165062
20921,0,0.9994506369014948,0.0005493630985051646
20922,1,5.447560847748889e-06,0.9999945524391523
20923,0,0.9800818043257339,0.01991819567426613
20924,1,0.21158191141289873,0.7884180885871013
20925,1,0.003996564646697509,0.9960034353533025
20926,1,2.3069965686906002e-05,0.9999769300343131
20927,1,0.42796903928028573,0.5720309607197143
20928,1,2.807093220869028e-06,0.9999971929067791
20929,0,0.9999739969603695,2.6003039630489904e-05
20930,1,0.023732848628914338,0.9762671513710857
20931,0,0.9999999999999636,3.643154271354594e-14
20932,1,0.021866451863875924,0.9781335481361241
20933,0,0.8836874030175066,0.11631259698249342
20934,0,0.9999931716101201,6.828389879916752e-06
20935,0,0.9999999999999993,6.977823104923267e-16
20936,0,0.9999999996825332,3.174668056205314e-10
20937,1,7.064135942869143e-10,0.9999999992935864
20938,1,1.2535030836646754e-06,0.9999987464969163
20939,1,0.0034139317734169783,0.996586068226583
20940,1,0.017853618450068165,0.9821463815499318
20941,0,0.999350411461379,0.0006495885386209571
20942,1,2.4414914534531817e-11,0.9999999999755851
20943,1,0.012203796563269864,0.9877962034367301
20944,1,9.24041526005892e-05,0.9999075958473994
20945,0,0.9999997580851686,2.41914831440723e-07
20946,1,0.0023676981925904172,0.9976323018074096
20947,0,0.7393773357319064,0.26062266426809355
20948,0,0.9999947653954494,5.234604550648749e-06
20949,0,0.9999996557599137,3.442400862822395e-07
20950,1,0.035804319746331914,0.9641956802536681
20951,0,0.698628163877268,0.30137183612273194
20952,0,1.0,4.49843197703581e-21
20953,1,0.2192167575300903,0.7807832424699097
20954,0,0.9996781975854245,0.00032180241457542607
20955,1,0.00348172132004243,0.9965182786799576
20956,0,0.9999409661257009,5.903387429905516e-05
20957,1,0.007572829710679074,0.9924271702893209
20958,1,0.00035935017120192203,0.9996406498287981
20959,1,0.02635057392250373,0.9736494260774963
20960,1,0.0011008132761974876,0.9988991867238025
20961,1,5.33813695698937e-05,0.9999466186304301
20962,1,0.0002343483910169919,0.999765651608983
20963,1,3.2405671454016627e-06,0.9999967594328546
20964,0,0.9844235412485702,0.015576458751429757
20965,1,0.01377033214958967,0.9862296678504103
20966,1,0.1628000498282337,0.8371999501717663
20967,1,0.0020249359801596256,0.9979750640198404
20968,1,0.02616769093287319,0.9738323090671268
20969,0,0.9985629302815462,0.0014370697184537793
20970,0,0.9769832364054873,0.023016763594512678
20971,0,0.9999925149650868,7.485034913187513e-06
20972,0,0.9689172754657306,0.031082724534269423
20973,1,0.0018460422227966067,0.9981539577772034
20974,0,1.0,4.5947156571409666e-17
20975,0,0.9975078309133995,0.0024921690866005846
20976,0,0.9999999999999987,1.292540476101772e-15
20977,1,0.4869619775670996,0.5130380224329004
20978,0,0.9812825651541737,0.018717434845826345
20979,0,0.9841375158364313,0.01586248416356872
20980,0,0.9967353575549326,0.003264642445067464
20981,0,0.9859845669911969,0.014015433008803129
20982,0,0.9999717611026124,2.8238897387532197e-05
20983,1,0.010687019933790287,0.9893129800662097
20984,0,0.9999537641637499,4.6235836250091994e-05
20985,1,0.003717134757918794,0.9962828652420812
20986,1,0.384303117682427,0.615696882317573
20987,0,0.9999995542300191,4.4576998091057146e-07
20988,1,0.008267439593206416,0.9917325604067936
20989,0,0.9999323479404058,6.76520595942606e-05
20990,1,0.016351174048979233,0.9836488259510208
20991,0,0.9999719262253133,2.8073774686754694e-05
20992,0,0.9999980229599529,1.977040047162969e-06
20993,1,0.3704610167827279,0.6295389832172721
20994,1,0.0005454223195319186,0.9994545776804681
20995,1,8.503420190208999e-12,0.9999999999914966
20996,0,0.9999999926981674,7.301832595722044e-09
20997,1,0.3080201764342799,0.6919798235657201
20998,1,0.00029561965198843243,0.9997043803480116
20999,0,0.530657175584159,0.46934282441584096
21000,0,0.999999998192935,1.807065062700444e-09
21001,1,0.019105509442907453,0.9808944905570925
21002,0,0.8420765970719646,0.15792340292803542
21003,1,0.011693973449459327,0.9883060265505407
21004,1,0.034672966230042346,0.9653270337699577
21005,1,0.06376770395004727,0.9362322960499527
21006,1,0.013632057494752492,0.9863679425052475
21007,1,0.027703775895689953,0.97229622410431
21008,0,0.9999989020369532,1.0979630468021043e-06
21009,1,0.14414996691345816,0.8558500330865418
21010,0,0.9999999999988287,1.1712518649970282e-12
21011,1,0.11379951334298977,0.8862004866570102
21012,1,0.24371707976190027,0.7562829202380997
21013,0,0.999999998067106,1.932893969688143e-09
21014,1,0.0005016211300779005,0.9994983788699221
21015,1,0.006060750782314939,0.9939392492176851
21016,1,0.0027778753919646126,0.9972221246080354
21017,0,0.9999999982109778,1.7890221807578607e-09
21018,0,0.99999333375059,6.666249410022774e-06
21019,1,2.19824158875781e-14,0.999999999999978
21020,0,0.9999991616348327,8.383651673009346e-07
21021,1,0.0006921077307421308,0.9993078922692579
21022,0,0.9999448099990526,5.519000094743117e-05
21023,0,0.986817649313482,0.013182350686517984
21024,0,0.9938084061098944,0.006191593890105554
21025,1,0.0011986044479517233,0.9988013955520483
21026,1,0.010278506746356664,0.9897214932536433
21027,1,0.0004137026948128897,0.9995862973051871
21028,0,0.9999999998459319,1.540681388273377e-10
21029,0,0.9999999694465064,3.055349362335849e-08
21030,0,0.9994437916180362,0.0005562083819637866
21031,0,0.9999999732187933,2.6781206714176296e-08
21032,1,0.041844023323242,0.958155976676758
21033,1,0.005705854115454656,0.9942941458845453
21034,1,7.537213788566532e-05,0.9999246278621143
21035,0,0.6542479965172784,0.3457520034827216
21036,1,0.023184848832575433,0.9768151511674246
21037,1,0.004209382111265092,0.9957906178887349
21038,1,0.02647348211483791,0.9735265178851621
21039,0,0.9916276385373898,0.008372361462610275
21040,1,0.022045913352293334,0.9779540866477067
21041,1,3.2772118352397683e-10,0.9999999996722788
21042,0,0.9999999985734399,1.4265601376015136e-09
21043,1,0.0160881055534996,0.9839118944465004
21044,1,7.715440447975119e-05,0.9999228455955202
21045,0,0.9522445793465422,0.04775542065345788
21046,1,0.42302986474799376,0.5769701352520062
21047,1,5.8807386182913035e-08,0.9999999411926138
21048,1,0.13611914899846123,0.8638808510015388
21049,1,0.0022394850211653328,0.9977605149788347
21050,1,0.012136022647313727,0.9878639773526863
21051,1,0.018748267706478527,0.9812517322935215
21052,1,7.477054249083182e-07,0.9999992522945751
21053,0,0.9999999999998667,1.3337081157494644e-13
21054,1,0.022375814420611984,0.977624185579388
21055,0,0.9872828836728315,0.012717116327168583
21056,0,0.8729613671922981,0.12703863280770192
21057,1,0.00394138443334513,0.9960586155666549
21058,1,0.005229243505074588,0.9947707564949254
21059,1,0.006775191525308588,0.9932248084746914
21060,0,0.9998756336589739,0.00012436634102606779
21061,1,0.13661896291322806,0.8633810370867719
21062,1,0.11443744776782572,0.8855625522321743
21063,0,0.8560268379536494,0.14397316204635058
21064,1,0.014450341735399497,0.9855496582646005
21065,1,0.0016987590146395615,0.9983012409853604
21066,1,0.13670173146319897,0.863298268536801
21067,1,0.039826452041901717,0.9601735479580983
21068,0,0.999700323012983,0.0002996769870170802
21069,1,0.0018628031170574433,0.9981371968829426
21070,0,0.982280278521984,0.017719721478016044
21071,1,0.0716783065147083,0.9283216934852917
21072,1,3.0049532562248515e-07,0.9999996995046744
21073,1,0.020021523500193816,0.9799784764998062
21074,0,0.999999999999899,1.0100441504300002e-13
21075,0,0.999945632231726,5.436776827407098e-05
21076,0,0.9999999988062758,1.1937241903986226e-09
21077,0,0.9999999999999849,1.512044121471507e-14
21078,0,1.0,2.1161742034524582e-19
21079,0,0.5099670431916552,0.49003295680834474
21080,1,0.10539229058237043,0.8946077094176296
21081,1,0.012594932689444893,0.9874050673105551
21082,0,0.987955813348807,0.01204418665119296
21083,1,0.02014999746963808,0.9798500025303619
21084,1,0.0007754559857422461,0.9992245440142578
21085,0,0.9999999999999986,1.456098382970114e-15
21086,0,0.9968600551476671,0.003139944852332945
21087,1,2.5509183809724334e-07,0.9999997449081619
21088,0,0.9310649582719941,0.06893504172800591
21089,1,0.08455610776125566,0.9154438922387443
21090,0,0.9999999999961179,3.882141315345379e-12
21091,1,0.0871588292692842,0.9128411707307158
21092,0,0.9999999999999996,4.868006807696893e-16
21093,1,0.0008170448727117252,0.9991829551272883
21094,1,4.0090444852758367e-07,0.9999995990955515
21095,1,5.135331968331158e-06,0.9999948646680317
21096,1,0.00026710868446488956,0.9997328913155351
21097,1,0.03573001978654877,0.9642699802134512
21098,1,0.019304385668239776,0.9806956143317602
21099,0,0.9999999999999999,1.3436990277255706e-16
21100,0,0.9999999353620046,6.463799541802539e-08
21101,0,0.9939341821833966,0.00606581781660343
21102,1,0.10573827458432283,0.8942617254156772
21103,1,0.0021506922947158724,0.9978493077052841
21104,1,0.04574512918992224,0.9542548708100778
21105,0,0.9999999421055059,5.789449411395068e-08
21106,1,0.24675827709306664,0.7532417229069334
21107,1,7.688033349984025e-05,0.9999231196665002
21108,0,0.6213021625056317,0.37869783749436825
21109,0,1.0,6.968196635405098e-33
21110,0,0.9999996366738649,3.63326135016151e-07
21111,0,0.6327410125410107,0.3672589874589894
21112,1,0.04106025452667528,0.9589397454733247
21113,0,0.9999995228194944,4.771805056051124e-07
21114,0,0.9807793650287141,0.019220634971285917
21115,1,0.15146740459470476,0.8485325954052952
21116,0,0.9999999999999553,4.4773627948611687e-14
21117,1,0.03451522130401086,0.9654847786959891
21118,0,1.0,5.6144279157058855e-28
21119,1,0.35973729593919146,0.6402627040608085
21120,0,0.9999999999999998,2.108465872832956e-16
21121,0,0.9999998998012551,1.0019874491118086e-07
21122,0,1.0,1.5902951124241663e-29
21123,0,0.7169233157508502,0.2830766842491498
21124,0,0.9999906292151668,9.37078483318619e-06
21125,1,1.6783562823974307e-06,0.9999983216437176
21126,1,0.011865502963932295,0.9881344970360677
21127,0,0.9999894622129245,1.0537787075464238e-05
21128,0,0.9999999937373826,6.262617397140423e-09
21129,1,0.0008648100247663493,0.9991351899752337
21130,1,1.8226867681825354e-08,0.9999999817731323
21131,0,0.9737576160744371,0.026242383925562867
21132,1,0.007686235975933431,0.9923137640240666
21133,1,0.0060326767452303365,0.9939673232547697
21134,0,0.9993661408473743,0.0006338591526257225
21135,1,0.0015448209320336748,0.9984551790679663
21136,1,0.000314289100139975,0.99968571089986
21137,0,0.6853338553862872,0.3146661446137128
21138,0,0.9999999999999992,7.597341303851402e-16
21139,0,0.9802093758350856,0.01979062416491444
21140,1,0.274813478816621,0.725186521183379
21141,1,0.05085516012685587,0.9491448398731441
21142,1,9.745687173534634e-05,0.9999025431282647
21143,0,0.9999999999714931,2.8506907648703207e-11
21144,1,0.00011326574535552858,0.9998867342546445
21145,0,0.9999350258403419,6.497415965815431e-05
21146,1,0.22441139866172521,0.7755886013382748
21147,1,0.0010904204669599515,0.99890957953304
21148,0,0.6415785068073356,0.35842149319266436
21149,1,0.043316614683034604,0.9566833853169654
21150,0,0.9930572523414432,0.00694274765855683
21151,0,0.7119914513384414,0.28800854866155856
21152,1,0.0008566708946842194,0.9991433291053158
21153,1,0.11696497779782089,0.8830350222021791
21154,0,0.9999999999999775,2.256640021058428e-14
21155,1,0.0023305590340328974,0.9976694409659671
21156,0,0.9006240067960979,0.0993759932039021
21157,1,0.00019114654384000396,0.99980885345616
21158,1,0.3187445630016389,0.6812554369983611
21159,0,1.0,1.1553560546627775e-30
21160,1,2.4093829054105953e-07,0.9999997590617095
21161,1,0.467159755103446,0.532840244896554
21162,1,0.0005139073746809331,0.9994860926253191
21163,1,4.234165897121223e-06,0.9999957658341029
21164,1,1.2804581461800524e-07,0.9999998719541854
21165,0,0.9999999999989464,1.0536083687130304e-12
21166,0,0.9034766749390929,0.09652332506090712
21167,0,0.8647038031406565,0.13529619685934344
21168,1,0.42151412830705903,0.578485871692941
21169,0,0.9999072458069143,9.275419308575803e-05
21170,0,0.9999996515630476,3.484369523614022e-07
21171,1,7.436829247975396e-07,0.9999992563170752
21172,0,0.9998902588897369,0.00010974111026310909
21173,0,0.7466785213933563,0.25332147860664367
21174,1,1.3535819719634468e-05,0.9999864641802804
21175,0,0.999999999999733,2.6698171314937345e-13
21176,0,0.6000511489154194,0.3999488510845806
21177,1,0.00011107529747034217,0.9998889247025297
21178,0,0.8439777433786001,0.15602225662139987
21179,0,0.9999999999828043,1.7195741309171727e-11
21180,0,0.9999993472877369,6.527122630893584e-07
21181,1,0.002792622835035563,0.9972073771649644
21182,1,0.0026456107293637565,0.9973543892706362
21183,0,0.9995852098388511,0.00041479016114890586
21184,1,0.010049034669923573,0.9899509653300764
21185,1,0.00023246278639244,0.9997675372136076
21186,1,0.3197942394190242,0.6802057605809758
21187,0,0.8230450727922087,0.1769549272077913
21188,0,0.9999999999943201,5.679878805472852e-12
21189,0,0.9999999999998829,1.1711140510911247e-13
21190,1,6.809839783405991e-06,0.9999931901602166
21191,1,0.019819309403633523,0.9801806905963665
21192,1,0.08006368758203497,0.919936312417965
21193,1,0.00948643356375578,0.9905135664362442
21194,0,0.9999996998983945,3.0010160545912737e-07
21195,1,0.20945433656679713,0.7905456634332029
21196,0,0.9780819475404265,0.02191805245957349
21197,1,0.4847221159615681,0.5152778840384319
21198,0,0.9739265151460234,0.026073484853976668
21199,0,0.9998556881373638,0.00014431186263615854
21200,0,1.0,1.4203601757690113e-17
21201,0,0.9306226320765677,0.06937736792343226
21202,0,0.9998457120571974,0.00015428794280260375
21203,0,0.9913981103613624,0.008601889638637629
21204,1,0.3810783924612662,0.6189216075387338
21205,0,0.9999999388465006,6.11534993223675e-08
21206,0,0.8964666170101203,0.1035333829898797
21207,1,0.05509738739650172,0.9449026126034983
21208,0,0.9999999840586857,1.5941314298219956e-08
21209,0,0.99999072068125,9.279318750097687e-06
21210,1,0.0017207451180281108,0.9982792548819719
